央视频道,#genre#
CCTV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV1,http://106.53.99.30/dl/cctv1.m3u8
CCTV1,http://106.53.99.30/dl/bjyd.php?id=1$北京移动
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$移动|回看
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$移动高清|回看
CCTV1,http://183.66.13.82:60033/tsfile/live/0001_1.m3u8$重庆
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$联通酒店
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$天津联通酒店
CCTV1,http://1.197.249.194:9901/tsfile/live/0001_1.m3u8$河南电信酒店
CCTV1,http://58.20.77.182:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://117.161.12.116/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV1,http://120.224.178.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://42.48.197.146:8899/hls/1/index.m3u8
CCTV1,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV1,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8
CCTV1,http://kxrj.site:1258/69986p/mg9.php?id=cctv1
CCTV1,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv1
CCTV1,http://itms4.sdlk.vip:6721/hls/200/index.m3u8
CCTV1,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-1hd/2500.m3u8?innersid=15654890039634427536&amp
CCTV1,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-1hd/2500.m3u8?innersid=1587240374177179388&amp
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=201
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=484
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=488
CCTV1,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p26.php?id=489
CCTV1,http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078203.m3u8#http://103.1.169.56/hlslive-tx-cdn.ysp.cctv.cn/ysp/2024078226.m3u8$蓝光菁彩声
CCTV1,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv1hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV1,http://117.83.152.153:35455/gaoma/cctv1.m3u8
CCTV1,http://wab201.win:35455/gaoma/cctv1.m3u8
CCTV1,http://111.170.172.113:35455/gaoma/cctv1.m3u8
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV1,https://tvpull.careryun.com/tv/cctv1.m3u8
CCTV1,http://hangfun.top:35455/gaoma/cctv1.m3u8
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-1hd/2500.m3u8?innersid=2025
CCTV1,http://106.46.112.131:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://123.182.210.179:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://180.103.216.177:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1
CCTV1,http://ttkx.cc:776/6599破坏/mg9.php?id=cctv1
CCTV1,http://cqshushu.us.kg:2086/公众号【医工学习日志】/jiangsu.php?id=cctv1
CCTV2,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV2,http://58.57.21.166:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://119.163.199.98:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://182.117.136.117:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://liveop.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV2,http://106.53.99.30/dl/bjyd.php?id=2$北京移动
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$移动|回看
CCTV2,http://183.66.13.82:60033/tsfile/live/0002_1.m3u8
CCTV2,http://111.160.17.2:59901/tsfile/live/0001_2.m3u8$联通酒店
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$天津联通酒店
CCTV2,http://1.197.249.194:9901/tsfile/live/0002_1.m3u8$河南电信酒店
CCTV2,http://58.20.77.182:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://117.161.12.116/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV2,http://120.224.178.16:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://111.160.17.2:59901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0
